Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202599,999,46860,5,Vernal  UT ,98,98,37939,0,0,0,1,4,1227,3,68,9000,98,98,37939,0,0,0,1,4,1227,3,68,9000
202599,999,46900,5,Vernon  TX ,6,6,1777,0,0,0,0,0,0,0,0,0,6,6,1777,0,0,0,0,0,0,0,0,0
202599,999,47080,5,Vidalia  GA ,37,37,7718,0,0,0,2,6,600,1,10,325,37,37,7718,0,0,0,2,6,600,1,10,325
202599,999,47180,5,Vincennes  IN ,39,39,12830,0,0,0,0,0,0,0,0,0,29,29,9825,0,0,0,0,0,0,0,0,0
202599,999,47240,5,Vineyard Haven  MA ,99,99,126900,7,14,3782,7,22,3565,7,48,7062,84,84,110729,7,14,3782,7,22,3565,7,48,7062
202599,999,47300,4,Visalia  CA ,1567,1567,444329,42,84,13158,3,9,1470,10,130,14625,1524,1524,437285,42,84,13158,3,9,1470,10,130,14625
202599,999,47340,5,Wabash  IN ,87,87,28133,0,0,0,0,0,0,1,6,750,87,87,28133,0,0,0,0,0,0,1,6,750
202599,999,47380,4,Waco  TX ,786,786,228282,53,106,12817,0,0,0,29,568,76570,693,693,213323,53,106,12817,0,0,0,16,496,69164
202599,999,47620,5,Warren  PA ,31,31,7049,2,4,508,0,0,0,0,0,0,31,31,7049,2,4,508,0,0,0,0,0,0
202599,999,47780,5,Washington  IN ,26,26,6303,1,2,298,0,0,0,5,46,9684,26,26,6303,1,2,298,0,0,0,5,46,9684
202599,999,47940,4,Waterloo-Cedar Falls  IA ,221,221,68716,19,38,4044,3,12,1755,7,283,46511,210,210,64713,16,32,3389,3,12,1755,7,283,46511
202599,999,47980,5,Watertown  SD ,92,92,30816,0,0,0,2,8,1512,4,42,5390,92,92,30816,0,0,0,2,8,1512,4,42,5390
202599,999,48060,4,Watertown-Fort Drum  NY ,226,226,39512,0,0,0,0,0,0,1,62,9121,226,226,39512,0,0,0,0,0,0,1,62,9121
202599,999,48180,5,Waycross  GA ,104,104,22527,4,8,743,1,3,170,6,72,4800,83,83,19490,2,4,478,0,0,0,6,72,4800
202599,999,48300,4,Wenatchee-East Wenatchee  WA ,530,530,204461,12,24,4578,3,11,2950,15,521,97583,522,522,201669,12,24,4578,3,11,2950,15,521,97583
202599,999,48460,5,West Plains  MO ,62,62,7376,1,2,105,1,3,510,0,0,0,57,57,6167,1,2,105,0,0,0,0,0,0
202599,999,48540,4,Wheeling  WV-OH ,5,5,2097,0,0,0,0,0,0,0,0,0,5,5,2097,0,0,0,0,0,0,0,0,0
202599,999,48660,4,Wichita Falls  TX ,133,133,39952,8,16,1905,1,3,280,1,8,1133,132,132,39452,8,16,1905,1,3,280,1,8,1133
202599,999,48780,5,Williston  ND ,145,145,53193,0,0,0,0,0,0,0,0,0,145,145,53193,0,0,0,0,0,0,0,0,0
202599,999,48820,5,Willmar  MN ,57,57,18763,2,4,1074,3,12,1681,0,0,0,56,56,18463,2,4,1074,3,12,1681,0,0,0
202599,999,48900,4,Wilmington  NC ,6378,6378,1889428,24,48,10608,22,70,15640,47,1126,134109,5211,5211,1491642,1,2,500,3,9,1096,20,117,10097
202599,999,49080,5,Winnemucca  NV ,23,23,3639,2,4,236,0,0,0,0,0,0,23,23,3639,2,4,236,0,0,0,0,0,0
202599,999,49260,5,Woodward  OK ,6,6,1205,0,0,0,0,0,0,0,0,0,6,6,1205,0,0,0,0,0,0,0,0,0
202599,999,49380,5,Worthington  MN ,10,10,3550,4,8,1750,0,0,0,2,76,9500,10,10,3550,4,8,1750,0,0,0,2,76,9500
202599,999,49420,4,Yakima  WA ,602,602,179342,9,18,3756,4,13,2295,2,80,12002,602,602,179342,9,18,3756,4,13,2295,2,80,12002
202599,999,49460,5,Yankton  SD ,37,37,14428,3,6,885,0,0,0,2,47,34185,35,35,14128,3,6,885,0,0,0,2,47,34185
202599,999,49740,4,Yuma  AZ ,806,806,156283,3,6,989,9,35,2659,22,308,40596,806,806,156283,3,6,989,9,35,2659,22,308,40596
